"EmployeeID","KPI1","KPI2","KPI3","KPI4","CurrentEmployee"
"0",1.4347155493478079,0.8445778971189396,1.2907117554310856,-1.4201273531837943,1
"1",0.8916245735832885,0.8308158727699302,1.0779750584283363,-1.0598957663940176,1
"2",-0.891158353098296,-0.9469681237741348,-1.1825287909456643,1.1269205082112577,0
"3",1.2797294893867808,1.6690888870054317,1.9769417044649022,-1.797525912345404,1
"4",0.2576789316661615,0.34201906896710577,0.40342208520171396,-0.3653830886145554,1
"5",-1.1053563591145563,-1.2897283732181386,-1.5705804494874567,1.464531035393369,0
"6",-1.1428601324433787,-0.8267980776185402,-1.1670251067377129,1.2205208819355595,0
"7",0.3271989171852082,-0.8475400819259096,-0.643469843461562,0.2790482088327563,1
"8",-2.5247434318819506,-2.3355565540484857,-3.0370902011105416,2.991370012909704,0
"9",-1.3763798219688288,-0.10770226276789396,-0.6048085443112998,0.9551634955968097,0
"10",0.49001283582517563,0.4780087023627603,0.6117340472102887,-0.5949030783062104,1
"11",-1.400248912386222,-0.8574786472376928,-1.2896297703321804,1.4052497943604432,0
"12",-1.1068025418323348,-2.2693617983445393,-2.4543753184734025,2.0333092160492106,0
"13",1.0192735392406644,1.5365579264768816,1.7613748622765615,-1.5517704737183866,1
"14",2.0452906410683482,0.03995384138060232,0.7904642629377097,-1.349755981020581,1
"15",-0.6373546763726241,-1.3465239260768618,-1.44915817440957,1.1939015366693337,0
"16",-1.4449860803817232,-1.518215144094145,-1.9018680113845745,1.8172597705550035,0
"17",-0.4829626475728436,-0.46386500830352584,-0.5963811631103025,0.5821319228730506,0
"18",-0.6916830522746196,-0.5414755200573603,-0.7433468348217778,0.7624967506782165,0
"19",-0.5253857933720771,0.6384941373359674,0.3818842503300117,-0.029329571967312285,1
"20",-1.671171223394257,-1.9250424054761668,-2.3521057157040435,2.1997814396515616,0
"21",0.9602383116480508,-0.1609238668558357,0.20910765676985069,-0.5295418120202459,1
"22",0.9396155623732734,2.2366054218257103,2.36317155425595,-1.905882903125073,1
"23",-0.5676744183724469,0.36618918031791947,0.12076855888861451,0.15593963376294945,1
"24",1.664921835398013,0.8930787338556578,1.4193568730173671,-1.5975548544256641,1
"25",-0.6101612795064146,0.8294702566798364,0.5228020758315088,-0.0850417653094262,1
"26",-1.7019168252247359,-1.217832860414687,-1.7258093674740955,1.8097924815609316,0
"27",0.3224663748525223,0.8414625036915907,0.8776304540813812,-0.6969050747971144,1
"28",-1.3590777035623893,-1.3146935164929423,-1.6866791479654142,1.6435682892363865,0
"29",-1.0117848736823771,-0.45386471074105694,-0.7824298947556709,0.919334924772968,0
"30",-0.19421543649508388,2.5510759187339027,2.228472617304837,-1.352749680825573,1
"31",0.41007602310259317,0.9381986045132717,0.9971664222345074,-0.8098022614338465,1
"32",0.8473236547890305,0.877783384860814,1.1039809525465856,-1.058386236990195,1
"33",-1.645956639021649,-1.6382356059579184,-2.084212864748171,2.017180706646874,0
"34",-1.069079091416598,-0.6158108977187858,-0.9495784970616054,1.05036794323667,0
"35",0.5089594226650481,-0.325524092492931,-0.10576196650575662,-0.14142781094594872,1
"36",1.1427024649505801,1.3037523072795072,1.5970005293666678,-1.4968830216699684,1
"37",0.08833550487637065,-0.09642891287333244,-0.054358580620513484,-0.0014007411005932113,1
"38",-1.0824011450187345,-1.2635925431644293,-1.5385483182553916,1.4344925252912168,0
"39",0.4382260772047951,2.032392535015272,1.9941020263309723,-1.4623053415355247,1
"40",-1.2765198070804222,0.26035222344607467,-0.23612653403535164,0.6770520938260745,0
"41",-0.5863076638711306,1.651370425091638,1.272646158625887,-0.5769242585495471,1
"42",0.1270863299013958,-0.7222297642270137,-0.6043019972172359,0.3362077570896783,1
"43",-1.1188351493807063,-1.432491995379873,-1.7042715030321431,1.5560258204229291,0
"44",0.7440725527827767,3.233069317672679,3.1894783086715397,-2.356647539864938,1
"45",2.020553366787711,1.8520598000713933,2.4151784757938404,-2.384090310547645,1
"46",0.45327208583736667,-0.20062768184693813,-0.013693552023964745,-0.17770407217449427,1
"47",-0.4877612041308699,0.9691576149849375,0.6938969986967352,-0.24540089303026125,1
"48",2.031992030424902,1.912237366206822,2.473655388347778,-2.4263912068869664,1
"49",1.9683432376617613,1.5393982273145048,2.1140165553001564,-2.1689933800305052,1
"50",-1.3252431606604553,-0.6207681766526543,-1.0485386578244098,1.2193921040907343,0
"51",0.551740850645154,-0.5134922365425285,-0.2594579642555687,-0.060221391554785786,1
"52",-0.7543986446256797,-0.6543719983980664,-0.8682707899883118,0.8686146833171464,0
"53",2.7456443170794493,1.348458647909042,2.2285817436833018,-2.5624817140691425,1
"54",1.8178198135002206,1.8589994467437685,2.3466536456070077,-2.256617741679168,1
"55",-2.0860963901064,-1.8592627466354084,-2.4458495085210026,2.4307773574274556,0
"56",-0.6359979237553557,0.992951766323761,0.6606707032025944,-0.16304517969255078,1
"57",1.4937644122378344,2.075489384601508,2.422312808827552,-2.171919449755353,1
"58",-0.8844589667791052,-0.24270631426602396,-0.5450779601658262,0.7143529807843787,0
"59",1.0960804686286192,1.3123916848781774,1.587592671749842,-1.4716512838708318,1
